appId,date,dauReal,predictionLoss,newinstalls,category,ratings,daily_ratings,reviews,daily_reviews
com.app.19544,2024-01-01,2755663.0,77048.0,34487.0,SHOPPING,1118358.0,96.0,605377.0,85.0
com.app.14360,2024-01-01,1006.0,1786.0,0.0,DESCONHECIDO,0.0,0.0,0.0,0.0
com.app.43563,2024-01-01,10149.0,4884.0,1252.0,OTHERS,15360.0,3.0,4033.0,0.0
com.app.38566,2024-01-01,52243.0,4575.0,1582.0,BUSINESS,74356.0,22.0,24360.0,10.0
com.app.88311,2024-01-01,5032.0,2811.0,748.0,FINANCE,4059.0,6.0,650.0,0.0
com.app.50760,2024-01-01,18317.0,681.0,362.0,BUSINESS,58438.0,0.0,11151.0,2.0
com.app.87209,2024-01-01,2568.0,1921.0,40.0,FINANCE,2275.0,16.0,462.0,5.0
com.app.44002,2024-01-01,12282.0,4889.0,243.0,TRAVEL_AND_LOCAL,7942.0,12.0,3336.0,2.0
com.app.64776,2024-01-01,3447.0,9140.0,751.0,OTHERS,1458.0,4.0,276.0,2.0
com.app.85803,2024-01-01,2874.0,885.0,115.0,BUSINESS,3146.0,1.0,851.0,2.0
com.app.78155,2024-01-01,10171.0,1386.0,250.0,FINANCE,11125.0,1.0,6798.0,0.0
com.app.14811,2024-01-01,11466.0,1166.0,966.0,FINANCE,8363.0,0.0,4708.0,0.0
com.app.85231,2024-01-01,8888.0,1718.0,443.0,FINANCE,36486.0,0.0,21539.0,2.0
com.app.78470,2024-01-01,17139.0,4499.0,3393.0,SHOPPING,97924.0,7.0,27241.0,23.0
com.app.48065,2024-01-01,448498.0,26888.0,6655.0,SHOPPING,523243.0,67.0,101194.0,10.0
com.app.97988,2024-01-01,5790.0,6269.0,362.0,SHOPPING,10744.0,0.0,4233.0,0.0
com.app.24343,2024-01-01,17130.0,6201.0,2257.0,TRAVEL_AND_LOCAL,14156.0,12.0,4356.0,1.0
com.app.40009,2024-01-01,77592.0,1818.0,718.0,OTHERS,63500.0,5.0,25251.0,0.0
com.app.78762,2024-01-01,87844.0,11209.0,177.0,OTHERS,89091.0,-1.0,33870.0,-1.0
com.app.65327,2024-01-01,48634.0,4450.0,3094.0,SHOPPING,198997.0,9.0,66228.0,4.0
com.app.97976,2024-01-01,4090.0,9631.0,870.0,SHOPPING,7930.0,5.0,3000.0,1.0
com.app.21397,2024-01-01,51576.0,10400.0,3187.0,OTHERS,129973.0,10.0,48639.0,1.0
com.app.95194,2024-01-01,333135.0,27237.0,10958.0,SHOPPING,533663.0,123.0,213386.0,40.0
com.app.60423,2024-01-01,44667.0,5779.0,2092.0,SHOPPING,83679.0,16.0,42077.0,9.0
com.app.81754,2024-01-01,8651.0,7152.0,178.0,TRAVEL_AND_LOCAL,691.0,0.0,401.0,1.0
com.app.34625,2024-01-01,13097.0,2640.0,955.0,FINANCE,8244.0,1.0,2906.0,2.0
com.app.21027,2024-01-01,17674.0,5233.0,1105.0,BUSINESS,52861.0,34.0,4627.0,7.0
com.app.19872,2024-01-01,26131.0,1602.0,503.0,OTHERS,43195.0,5.0,4994.0,4.0
com.app.78794,2024-01-01,4765296.0,125654.0,51178.0,FINANCE,2113445.0,78.0,954725.0,25.0
com.app.37541,2024-01-01,33224.0,3158.0,2912.0,SHOPPING,155429.0,5.0,47489.0,3.0
com.app.33540,2024-01-01,393961.0,8170.0,8068.0,FINANCE,223848.0,297.0,82172.0,46.0
com.app.59849,2024-01-01,50658.0,21683.0,2230.0,OTHERS,1475082.0,-35.0,375742.0,-29.0
com.app.45949,2024-01-01,429948.0,35178.0,10719.0,OTHERS,469895.0,953.0,41746.0,145.0
com.app.96938,2024-01-01,13563.0,1722.0,0.0,OTHERS,43624.0,2.0,15366.0,3.0
com.app.55621,2024-01-01,228049.0,12792.0,6854.0,FINANCE,239976.0,19.0,129253.0,22.0
com.app.31404,2024-01-01,6411.0,1400.0,145.0,FINANCE,13220.0,1.0,6915.0,2.0
com.app.93571,2024-01-01,2080191.0,125918.0,21526.0,OTHERS,1039113.0,699.0,318955.0,81.0
com.app.90842,2024-01-01,24495.0,1753.0,980.0,FINANCE,41272.0,1.0,21655.0,5.0
com.app.36612,2024-01-01,16499.0,4879.0,299.0,SHOPPING,1002.0,6.0,476.0,1.0
com.app.37148,2024-01-01,8020.0,1387.0,233.0,FINANCE,15880.0,3.0,8605.0,0.0
com.app.69241,2024-01-01,777.0,1932.0,39.0,OTHERS,1478.0,0.0,774.0,0.0
com.app.50679,2024-01-01,7430.0,1929.0,384.0,FINANCE,28771.0,8.0,9143.0,0.0
com.app.31679,2024-01-01,157532.0,4287.0,2160.0,FINANCE,277813.0,132.0,139907.0,19.0
com.app.87411,2024-01-01,37110.0,4743.0,2481.0,FINANCE,74587.0,84.0,29904.0,14.0
com.app.77385,2024-01-01,239768.0,4497.0,3136.0,FINANCE,197329.0,187.0,79637.0,25.0
com.app.41189,2024-01-01,4954347.0,45759.0,13830.0,FINANCE,3499378.0,766.0,952285.0,171.0
com.app.21603,2024-01-01,384877.0,7679.0,2519.0,FINANCE,61150.0,61.0,18158.0,50.0
com.app.35851,2024-01-01,12464.0,9746.0,1513.0,OTHERS,24503.0,8.0,6186.0,0.0
com.app.64140,2024-01-01,50451.0,8607.0,791.0,SHOPPING,200814.0,64.0,26378.0,18.0
com.app.61743,2024-01-01,33807.0,3874.0,1132.0,SHOPPING,201401.0,37.0,47813.0,7.0
com.app.59245,2024-01-01,8223.0,1933.0,326.0,FINANCE,7126.0,1.0,3949.0,3.0
com.app.53788,2024-01-01,1263.0,1395.0,161.0,OTHERS,12724.0,0.0,5829.0,0.0
com.app.45088,2024-01-01,2808172.0,72342.0,17979.0,FINANCE,2617006.0,927.0,459476.0,166.0
com.app.89034,2024-01-01,42885.0,1809.0,412.0,OTHERS,2472.0,11.0,1567.0,8.0
com.app.64851,2024-01-01,3897.0,1638.0,134.0,FINANCE,10012.0,6.0,1145.0,2.0
com.app.24438,2024-01-01,52117.0,10804.0,4868.0,OTHERS,74411.0,48.0,29169.0,20.0
com.app.72656,2024-01-01,49103.0,3824.0,1278.0,OTHERS,45714.0,5.0,8850.0,5.0
com.app.36145,2024-01-01,167802.0,12418.0,6423.0,SHOPPING,187616.0,9.0,70045.0,20.0
com.app.58221,2024-01-01,40264.0,10296.0,756.0,OTHERS,91876.0,14.0,17555.0,8.0
com.app.20657,2024-01-01,2425.0,1902.0,175.0,OTHERS,7603.0,1.0,1308.0,1.0
com.app.86367,2024-01-01,89883.0,2438.0,1968.0,FINANCE,41891.0,28.0,18151.0,37.0
com.app.94251,2024-01-01,40357.0,1309.0,734.0,FINANCE,67651.0,13.0,17101.0,7.0
com.app.82889,2024-01-01,902.0,1897.0,77.0,FINANCE,1724.0,0.0,503.0,2.0
com.app.88484,2024-01-01,1850565.0,80350.0,20312.0,SHOPPING,1931159.0,235.0,688383.0,66.0
com.app.72306,2024-01-01,20559.0,8554.0,619.0,BUSINESS,34279.0,3.0,14602.0,4.0
com.app.85381,2024-01-01,1006.0,1786.0,0.0,DESCONHECIDO,0.0,0.0,0.0,0.0
com.app.31454,2024-01-01,1823.0,1786.0,190.0,OTHERS,1132.0,0.0,694.0,0.0
com.app.82896,2024-01-01,9976.0,3006.0,1218.0,FINANCE,15353.0,20.0,3296.0,18.0
com.app.23207,2024-01-01,50825.0,7306.0,992.0,FOOD_AND_DRINK,110825.0,2.0,27956.0,4.0
com.app.91525,2024-01-01,4306.0,7329.0,155.0,TRAVEL_AND_LOCAL,3851.0,5.0,699.0,1.0
com.app.83359,2024-01-01,112395.0,3777.0,2067.0,SHOPPING,35870.0,6.0,12991.0,4.0
com.app.88516,2024-01-01,814.0,2203.0,576.0,OTHERS,2440.0,0.0,312.0,0.0
com.app.62109,2024-01-01,847493.0,16793.0,10128.0,FINANCE,810247.0,622.0,316558.0,73.0
com.app.37873,2024-01-01,24350.0,15237.0,562.0,OTHERS,46716.0,2.0,16352.0,3.0
com.app.98198,2024-01-01,1871.0,1912.0,25.0,OTHERS,3940.0,1.0,2130.0,2.0
com.app.80569,2024-01-01,11431.0,4453.0,546.0,SHOPPING,139163.0,40.0,14219.0,5.0
com.app.36648,2024-01-01,184528.0,1546.0,415.0,FINANCE,145442.0,26.0,46032.0,4.0
com.app.31153,2024-01-01,1337381.0,45584.0,24587.0,FINANCE,1036500.0,381.0,182229.0,86.0
com.app.48189,2024-01-01,5598.0,1405.0,164.0,FINANCE,24353.0,6.0,9099.0,0.0
com.app.84714,2024-01-01,124602.0,13974.0,1612.0,OTHERS,338894.0,110.0,59012.0,10.0
com.app.32607,2024-01-01,59951.0,1878.0,1744.0,FINANCE,80077.0,72.0,20927.0,23.0
com.app.19772,2024-01-01,155132.0,5986.0,1125.0,FINANCE,180081.0,30.0,56227.0,10.0
com.app.13655,2024-01-01,10149.0,1569.0,881.0,FINANCE,62744.0,1.0,26406.0,1.0
com.app.71740,2024-01-01,2809.0,1463.0,100.0,FINANCE,8327.0,1.0,4351.0,1.0
com.app.44541,2024-01-01,1890.0,8190.0,962.0,FOOD_AND_DRINK,177380.0,-4.0,40.0,0.0
com.app.47938,2024-01-01,1629.0,1903.0,595.0,SHOPPING,2651.0,1.0,1212.0,1.0
com.app.87209,2024-01-02,5016.0,1913.0,40.0,FINANCE,2291.0,26.0,467.0,4.0
com.app.14360,2024-01-02,1624.0,1787.0,0.0,DESCONHECIDO,0.0,0.0,0.0,0.0
com.app.82889,2024-01-02,1216.0,1917.0,77.0,FINANCE,1724.0,0.0,505.0,1.0
com.app.44002,2024-01-02,20371.0,4860.0,243.0,TRAVEL_AND_LOCAL,7954.0,11.0,3338.0,2.0
com.app.86367,2024-01-02,116562.0,2446.0,1977.0,FINANCE,41919.0,153.0,18188.0,24.0
com.app.72653,2024-01-02,19537.0,1569.0,1026.0,FINANCE,36077.0,6.0,15279.0,1.0
com.app.64776,2024-01-02,4067.0,8791.0,753.0,OTHERS,1462.0,7.0,278.0,2.0
com.app.19872,2024-01-02,49413.0,1550.0,504.0,OTHERS,43200.0,18.0,4998.0,1.0
com.app.41189,2024-01-02,8137953.0,64271.0,13921.0,FINANCE,3500144.0,2950.0,952456.0,186.0
com.app.58221,2024-01-02,100342.0,9926.0,1269.0,OTHERS,91890.0,51.0,17563.0,24.0
com.app.21027,2024-01-02,45081.0,5279.0,1105.0,BUSINESS,52895.0,71.0,4634.0,6.0
com.app.88516,2024-01-02,1028.0,2109.0,576.0,OTHERS,2440.0,0.0,312.0,0.0
com.app.47280,2024-01-02,9450026.0,63055.0,12743.0,FINANCE,6349555.0,2672.0,1464525.0,141.0
com.app.34625,2024-01-02,32301.0,2466.0,943.0,FINANCE,8245.0,1.0,2908.0,2.0
com.app.36145,2024-01-02,235105.0,14809.0,6424.0,SHOPPING,187625.0,36.0,70065.0,25.0
com.app.81754,2024-01-02,9631.0,6898.0,178.0,TRAVEL_AND_LOCAL,691.0,1.0,402.0,0.0
com.app.60423,2024-01-02,65535.0,6649.0,3890.0,SHOPPING,83695.0,19.0,42086.0,3.0
com.app.89034,2024-01-02,50045.0,1845.0,412.0,OTHERS,2483.0,9.0,1575.0,8.0
com.app.15493,2024-01-02,66132.0,1403.0,170.0,FINANCE,14788.0,8.0,6388.0,0.0
com.app.95194,2024-01-02,539283.0,31981.0,13531.0,SHOPPING,533786.0,318.0,213426.0,42.0
com.app.80569,2024-01-02,14311.0,4418.0,546.0,SHOPPING,139203.0,93.0,14224.0,4.0
com.app.21397,2024-01-02,60005.0,9946.0,1415.0,OTHERS,129983.0,5.0,48640.0,5.0
com.app.53788,2024-01-02,2139.0,1403.0,168.0,OTHERS,12724.0,0.0,5829.0,0.0
com.app.19544,2024-01-02,3876894.0,124762.0,27046.0,SHOPPING,1118454.0,141.0,605462.0,114.0
com.app.13655,2024-01-02,19326.0,1611.0,884.0,FINANCE,62745.0,-1.0,26407.0,-1.0
com.app.36612,2024-01-02,23934.0,4880.0,299.0,SHOPPING,1008.0,25.0,477.0,0.0
com.app.72656,2024-01-02,95146.0,3949.0,1283.0,OTHERS,45719.0,19.0,8855.0,1.0
com.app.77385,2024-01-02,465620.0,4895.0,3149.0,FINANCE,197516.0,549.0,79662.0,21.0
com.app.71740,2024-01-02,11031.0,1477.0,100.0,FINANCE,8328.0,0.0,4352.0,0.0
com.app.31679,2024-01-02,313847.0,5872.0,2157.0,FINANCE,277945.0,303.0,139926.0,14.0
com.app.33540,2024-01-02,800448.0,9907.0,8049.0,FINANCE,224145.0,892.0,82218.0,58.0
com.app.19772,2024-01-02,422098.0,5691.0,290.0,FINANCE,180111.0,170.0,56237.0,8.0
com.app.21603,2024-01-02,453827.0,7670.0,2518.0,FINANCE,61211.0,198.0,18208.0,75.0
com.app.43563,2024-01-02,19326.0,4894.0,1254.0,OTHERS,15363.0,0.0,4032.0,1.0
com.app.96361,2024-01-02,938.0,3062.0,41.0,OTHERS,1247.0,0.0,536.0,0.0
com.app.88311,2024-01-02,10814.0,2723.0,748.0,FINANCE,4065.0,12.0,650.0,2.0
com.app.48189,2024-01-02,8875.0,1553.0,165.0,FINANCE,24359.0,7.0,9099.0,3.0
com.app.31153,2024-01-02,1898376.0,51448.0,24591.0,FINANCE,1036881.0,918.0,182315.0,120.0
com.app.38566,2024-01-02,100282.0,4697.0,1587.0,BUSINESS,74378.0,102.0,24370.0,10.0
com.app.50760,2024-01-02,46855.0,678.0,370.0,BUSINESS,58438.0,21.0,11153.0,0.0
com.app.97976,2024-01-02,6831.0,9647.0,870.0,SHOPPING,7935.0,15.0,3001.0,5.0
com.app.27567,2024-01-02,7505.0,1757.0,661.0,TRAVEL_AND_LOCAL,2473.0,2.0,1401.0,5.0
com.app.95733,2024-01-02,142720.0,1388.0,122.0,FINANCE,21503.0,3.0,4824.0,1.0
com.app.82896,2024-01-02,22176.0,2958.0,1216.0,FINANCE,15373.0,115.0,3314.0,12.0
com.app.96897,2024-01-02,39799.0,3164.0,1212.0,FINANCE,11244.0,13.0,5280.0,8.0
com.app.93571,2024-01-02,2549472.0,132755.0,23259.0,OTHERS,1039812.0,1044.0,319036.0,85.0
com.app.54019,2024-01-02,5134.0,4580.0,449.0,SHOPPING,2078.0,0.0,266.0,0.0
com.app.36648,2024-01-02,353698.0,2161.0,414.0,FINANCE,145468.0,122.0,46036.0,8.0
com.app.55537,2024-01-02,14864.0,9785.0,106.0,OTHERS,2250.0,1.0,1218.0,1.0
com.app.96938,2024-01-02,14864.0,1594.0,0.0,OTHERS,43626.0,3.0,15369.0,2.0
com.app.79754,2024-01-02,12016.0,5401.0,639.0,OTHERS,97808.0,200.0,6479.0,16.0
com.app.62109,2024-01-02,1718006.0,21188.0,10134.0,FINANCE,810869.0,2023.0,316631.0,66.0
com.app.91390,2024-01-02,40224.0,19025.0,1513.0,BUSINESS,159433.0,33.0,104728.0,50.0
com.app.85381,2024-01-02,1624.0,1787.0,0.0,DESCONHECIDO,0.0,0.0,0.0,0.0
com.app.50792,2024-01-02,8892.0,1409.0,18.0,FINANCE,10104.0,0.0,4819.0,0.0
com.app.32607,2024-01-02,121099.0,2011.0,1730.0,FINANCE,80149.0,229.0,20950.0,40.0
com.app.90857,2024-01-02,6055.0,1503.0,525.0,SHOPPING,97350.0,2.0,40767.0,3.0
com.app.24391,2024-01-02,4166.0,2176.0,65.0,OTHERS,1101.0,9.0,716.0,1.0
com.app.59849,2024-01-02,37549.0,22055.0,2230.0,OTHERS,1475051.0,-34.0,375718.0,-28.0
com.app.37541,2024-01-02,45125.0,3421.0,3018.0,SHOPPING,155434.0,11.0,47486.0,3.0
com.app.31454,2024-01-02,4773.0,1787.0,190.0,OTHERS,1132.0,0.0,694.0,0.0
com.app.63770,2024-01-02,352780.0,8062.0,5271.0,FINANCE,249695.0,220.0,42165.0,30.0
com.app.31097,2024-01-02,16500.0,9027.0,1858.0,TRAVEL_AND_LOCAL,8460.0,12.0,3158.0,7.0
com.app.37962,2024-01-02,132176.0,7830.0,2717.0,TRAVEL_AND_LOCAL,81973.0,23.0,38980.0,13.0
com.app.44541,2024-01-02,1780.0,8152.0,962.0,FOOD_AND_DRINK,177376.0,-4.0,40.0,0.0
com.app.39929,2024-01-02,653856.0,4392.0,2640.0,FINANCE,88733.0,19.0,38574.0,13.0
com.app.74794,2024-01-02,212809.0,14775.0,5108.0,SHOPPING,202936.0,17.0,73217.0,7.0
com.app.84714,2024-01-02,142720.0,14415.0,1616.0,OTHERS,339004.0,166.0,59022.0,4.0
com.app.64764,2024-01-02,20114.0,2743.0,2660.0,FINANCE,41627.0,11.0,15426.0,2.0
com.app.80525,2024-01-02,15325.0,5285.0,964.0,FINANCE,287873.0,-2.0,158760.0,-4.0
com.app.64634,2024-01-02,1686.0,2027.0,102.0,TRAVEL_AND_LOCAL,536.0,0.0,331.0,0.0
com.app.60770,2024-01-02,13620.0,1786.0,176.0,FOOD_AND_DRINK,3570.0,0.0,1718.0,0.0
com.app.19821,2024-01-02,535711.0,27333.0,19746.0,FOOD_AND_DRINK,802790.0,27.0,278253.0,1.0
com.app.91525,2024-01-02,4886.0,7257.0,155.0,TRAVEL_AND_LOCAL,3856.0,4.0,700.0,0.0
com.app.88509,2024-01-02,3552201.0,27309.0,53655.0,OTHERS,961898.0,341.0,496891.0,125.0
com.app.93131,2024-01-02,11929.0,1786.0,135.0,BUSINESS,2957.0,4.0,1242.0,0.0
com.app.47938,2024-01-02,2077.0,1727.0,1106.0,SHOPPING,2652.0,0.0,1213.0,0.0
com.app.36257,2024-01-02,559039.0,7927.0,7407.0,BUSINESS,97223.0,43.0,56586.0,40.0
com.app.15675,2024-01-02,138447.0,2524.0,3494.0,FINANCE,546802.0,555.0,83377.0,245.0
com.app.37873,2024-01-02,28883.0,15036.0,561.0,OTHERS,46718.0,3.0,16355.0,7.0
com.app.87411,2024-01-02,45863.0,4647.0,2497.0,FINANCE,74671.0,86.0,29918.0,16.0
com.app.95444,2024-01-02,3411.0,1932.0,443.0,FINANCE,2786.0,0.0,1039.0,1.0
com.app.87362,2024-01-02,211156.0,27030.0,10735.0,OTHERS,664039.0,45.0,258045.0,13.0
com.app.55621,2024-01-02,371667.0,16002.0,6848.0,FINANCE,239995.0,35.0,129275.0,29.0
com.app.99432,2024-01-02,1009764.0,16568.0,8030.0,BUSINESS,245101.0,23.0,138548.0,39.0
com.app.18251,2024-01-02,61890.0,2163.0,504.0,FINANCE,74141.0,120.0,15561.0,18.0
com.app.31404,2024-01-02,10956.0,1410.0,372.0,FINANCE,13221.0,0.0,6917.0,0.0
com.app.23305,2024-01-02,4817159.0,128757.0,37222.0,OTHERS,2545309.0,504.0,1131509.0,235.0
com.app.30329,2024-01-02,849010.0,78875.0,26208.0,FOOD_AND_DRINK,1392485.0,1276.0,170077.0,42.0
com.app.26790,2024-01-02,13458.0,1769.0,679.0,FINANCE,50414.0,2.0,26729.0,0.0
com.app.34656,2024-01-02,54107.0,6773.0,2605.0,SHOPPING,44579.0,5.0,18162.0,6.0
com.app.34216,2024-01-02,1737.0,1787.0,0.0,DESCONHECIDO,0.0,0.0,0.0,0.0
com.app.90842,2024-01-02,38509.0,1648.0,1029.0,FINANCE,41273.0,7.0,21660.0,1.0
com.app.62062,2024-01-02,33089.0,4594.0,871.0,SHOPPING,52666.0,8.0,1847.0,0.0
com.app.80610,2024-01-02,1098533.0,129241.0,10880.0,BUSINESS,893295.0,409.0,359566.0,129.0
com.app.37148,2024-01-02,12802.0,1415.0,762.0,FINANCE,15879.0,0.0,8605.0,0.0
com.app.17806,2024-01-02,391165.0,29825.0,5943.0,OTHERS,682378.0,501.0,168528.0,51.0
com.app.55481,2024-01-02,23865.0,2993.0,1219.0,FINANCE,47513.0,20.0,25374.0,4.0
com.app.69241,2024-01-02,1150.0,1937.0,139.0,OTHERS,1478.0,0.0,774.0,0.0
com.app.95243,2024-01-02,140181.0,3268.0,1954.0,FINANCE,27171.0,43.0,15107.0,15.0
com.app.97802,2024-01-02,4522.0,7457.0,191.0,OTHERS,2400.0,1.0,1006.0,2.0
com.app.50679,2024-01-02,15652.0,1883.0,384.0,FINANCE,28779.0,7.0,9143.0,3.0
com.app.83359,2024-01-02,127966.0,3841.0,2051.0,SHOPPING,35876.0,13.0,12995.0,6.0
com.app.18711,2024-01-02,87656.0,2191.0,1364.0,BUSINESS,56125.0,22.0,14909.0,7.0
com.app.35851,2024-01-02,15804.0,9680.0,1508.0,OTHERS,24511.0,7.0,6186.0,0.0
com.app.64851,2024-01-02,6976.0,1674.0,134.0,FINANCE,10018.0,22.0,1147.0,2.0
com.app.94251,2024-01-02,58736.0,1309.0,474.0,FINANCE,67664.0,22.0,17108.0,4.0
com.app.92275,2024-01-02,84682.0,6051.0,4170.0,SHOPPING,223779.0,39.0,28026.0,4.0
com.app.64667,2024-01-02,1012.0,19085.0,8919.0,SHOPPING,141915.0,71.0,43289.0,8.0
com.app.79907,2024-01-02,1012.0,1419.0,16.0,OTHERS,11433.0,1.0,7078.0,0.0
com.app.20657,2024-01-02,4801.0,1918.0,267.0,OTHERS,7604.0,6.0,1309.0,0.0
com.app.78794,2024-01-02,6693345.0,149509.0,49886.0,FINANCE,2113523.0,73.0,954750.0,102.0
com.app.72306,2024-01-02,39136.0,8427.0,619.0,BUSINESS,34282.0,1.0,14606.0,3.0
com.app.85803,2024-01-02,6954.0,876.0,115.0,BUSINESS,3147.0,8.0,853.0,1.0
com.app.78155,2024-01-02,31619.0,1393.0,250.0,FINANCE,11126.0,2.0,6798.0,1.0
